,name,total_time,f2l_time,ll_time,cross+1_time,ols_time,pll_time,total_time_percent,f2l_time_percent,ll_time_percent,cross+1_percent,ols_percent,pll_percent,total_stm,f2l_stm,ll_stm,cross+1_stm,ols_stm,pll_stm,total_stps,f2l_stps,ll_stps,cross+1_stps,ols_stps,pll_stps,total_etm,f2l_etm,ll_etm,cross+1_etm,ols_etm,pll_etm,total_etps,f2l_etps,ll_etps,cross+1_etps,ols_etps,pll_etps,cross_type,zbll,num_steps
473,Lukas Shelley,5.39,4.2,1.19,1.28,0.63,1.19,100.0,77.9,22.1,23.7,11.7,22.1,48.0,34.0,14.0,10.0,8.0,14.0,8.91,8.1,11.76,7.81,12.7,11.76,50.0,36.0,14.0,11.0,8.0,14.0,9.28,8.57,11.76,8.59,12.7,11.76,cross,False,6.0
474,Lukas Shelley,5.75,4.6,1.15,1.58,2.13,0.13,100.0,80.0,20.0,27.5,37.0,2.3,51.0,42.0,9.0,10.0,21.0,1.0,8.87,9.13,7.83,6.33,9.86,7.69,55.0,46.0,9.0,11.0,22.0,1.0,9.57,10.0,7.83,6.96,10.33,7.69,xcross,False,6.0
475,Lukas Shelley,5.42,4.02,1.4,1.1,1.48,1.4,100.0,74.2,25.8,20.3,27.3,25.8,59.0,42.0,17.0,8.0,19.0,17.0,10.89,10.45,12.14,7.27,12.84,12.14,60.0,43.0,17.0,8.0,19.0,17.0,11.07,10.7,12.14,7.27,12.84,12.14,cross,False,6.0
476,Lukas Shelley,5.48,3.83,1.65,1.35,2.16,-0.0,100.0,69.9,30.1,24.6,39.4,0.0,52.0,37.0,15.0,14.0,22.0,0.0,9.49,9.66,9.09,10.37,10.19,0.0,55.0,40.0,15.0,14.0,22.0,0.0,10.04,10.44,9.09,10.37,10.19,0.0,cross,True,6.0
477,Brian Johnson,4.54,3.33,1.21,1.67,0.4,1.21,100.0,73.3,26.7,36.8,8.8,26.7,41.0,31.0,10.0,13.0,3.0,10.0,9.03,9.31,8.26,7.78,7.5,8.26,44.0,33.0,11.0,13.0,4.0,11.0,9.69,9.91,9.09,7.78,10.0,9.09,cross,False,6.0
478,Tymon Kolasiński,4.4,2.67,1.73,1.1,2.07,0.0,100.0,60.7,39.3,25.0,47.0,0.0,48.0,28.0,20.0,6.0,24.0,0.0,10.91,10.49,11.56,5.45,11.59,0.0,48.0,28.0,20.0,6.0,24.0,0.0,10.91,10.49,11.56,5.45,11.59,0.0,xcross,True,5.0
479,Tymon Kolasiński,4.11,4.11,0.0,1.27,2.04,0.0,100.0,100.0,0.0,30.9,49.6,0.0,33.0,33.0,0.0,11.0,10.0,0.0,8.03,8.03,0.0,8.66,4.9,0.0,33.0,33.0,0.0,11.0,10.0,0.0,8.03,8.03,0.0,8.66,4.9,0.0,xcross,False,4.0
480,Feliks Zemdegs,4.7,3.2,1.5,2.0,1.73,-0.0,100.0,68.1,31.9,42.6,36.8,0.0,41.0,28.0,13.0,15.0,17.0,0.0,8.72,8.75,8.67,7.5,9.83,0.0,43.0,30.0,13.0,16.0,17.0,0.0,9.15,9.38,8.67,8.0,9.83,0.0,xxcross,True,4.0
481,Feliks Zemdegs,6.16,3.8,2.36,1.37,3.26,0.0,100.0,61.7,38.3,22.2,52.9,0.0,50.0,33.0,17.0,9.0,29.0,0.0,8.12,8.68,7.2,6.57,8.9,0.0,52.0,35.0,17.0,10.0,30.0,0.0,8.44,9.21,7.2,7.3,9.2,0.0,cross,True,6.0
482,Feliks Zemdegs,5.29,3.3,1.99,1.23,2.43,0.22,100.0,62.4,37.6,23.3,45.9,4.2,47.0,35.0,12.0,12.0,21.0,1.0,8.88,10.61,6.03,9.76,8.64,4.55,49.0,37.0,12.0,12.0,21.0,1.0,9.26,11.21,6.03,9.76,8.64,4.55,cross,False,7.0
483,Feliks Zemdegs,4.4,2.93,1.47,1.1,1.03,1.1,100.0,66.6,33.4,25.0,23.4,25.0,42.0,28.0,14.0,9.0,13.0,8.0,9.55,9.56,9.52,8.18,12.62,7.27,47.0,31.0,16.0,10.0,14.0,10.0,10.68,10.58,10.88,9.09,13.59,9.09,xcross,False,6.0
484,Feliks Zemdegs,4.43,2.5,1.93,1.2,2.73,0.0,100.0,56.4,43.6,27.1,61.6,0.0,42.0,23.0,19.0,8.0,27.0,0.0,9.48,9.2,9.84,6.67,9.89,0.0,44.0,25.0,19.0,9.0,28.0,0.0,9.93,10.0,9.84,7.5,10.26,0.0,xcross,True,5.0
485,Tymon Kolasiński,5.75,2.96,2.79,1.6,1.4,1.71,100.0,51.5,48.5,27.8,24.3,29.7,57.0,28.0,29.0,11.0,14.0,18.0,9.91,9.46,10.39,6.88,10.0,10.53,59.0,30.0,29.0,11.0,15.0,18.0,10.26,10.14,10.39,6.88,10.71,10.53,cross,False,7.0
486,Tymon Kolasiński,5.91,4.08,1.83,1.56,1.36,1.39,100.0,69.0,31.0,26.4,23.0,23.5,63.0,35.0,28.0,12.0,16.0,20.0,10.66,8.58,15.3,7.69,11.76,14.39,65.0,37.0,28.0,13.0,17.0,20.0,11.0,9.07,15.3,8.33,12.5,14.39,xcross,False,6.0
487,Tymon Kolasiński,6.85,4.24,2.61,1.8,1.32,1.69,100.0,61.9,38.1,26.3,19.3,24.7,64.0,35.0,29.0,13.0,19.0,17.0,9.34,8.25,11.11,7.22,14.39,10.06,65.0,36.0,29.0,14.0,19.0,17.0,9.49,8.49,11.11,7.78,14.39,10.06,cross,False,7.0
488,Tymon Kolasiński,5.06,2.92,2.14,1.84,0.48,1.66,100.0,57.7,42.3,36.4,9.5,32.8,53.0,27.0,26.0,14.0,8.0,18.0,10.47,9.25,12.15,7.61,16.67,10.84,55.0,29.0,26.0,16.0,8.0,18.0,10.87,9.93,12.15,8.7,16.67,10.84,xxcross,False,4.0
489,Ruihang Xu,5.02,2.7,2.32,1.0,1.47,1.32,100.0,53.8,46.2,19.9,29.3,26.3,62.0,35.0,27.0,11.0,22.0,13.0,12.35,12.96,11.64,11.0,14.97,9.85,64.0,37.0,27.0,11.0,22.0,13.0,12.75,13.7,11.64,11.0,14.97,9.85,cross,False,7.0
490,Ruihang Xu,6.28,4.13,2.15,2.73,1.3,1.38,100.0,65.8,34.2,43.5,20.7,22.0,73.0,46.0,27.0,26.0,15.0,20.0,11.62,11.14,12.56,9.52,11.54,14.49,74.0,47.0,27.0,26.0,15.0,20.0,11.78,11.38,12.56,9.52,11.54,14.49,cross,False,7.0
491,Ruihang Xu,5.25,3.47,1.78,1.13,1.9,0.88,100.0,66.1,33.9,21.5,36.2,16.8,56.0,35.0,21.0,8.0,20.0,13.0,10.67,10.09,11.8,7.08,10.53,14.77,59.0,38.0,21.0,9.0,21.0,13.0,11.24,10.95,11.8,7.96,11.05,14.77,cross,False,7.0
492,Ruihang Xu,5.39,2.93,2.46,0.93,1.7,1.32,100.0,54.4,45.6,17.3,31.5,24.5,60.0,33.0,27.0,9.0,20.0,16.0,11.13,11.26,10.98,9.68,11.76,12.12,62.0,35.0,27.0,9.0,20.0,16.0,11.5,11.95,10.98,9.68,11.76,12.12,cross,False,7.0
493,Ruihang Xu,4.43,3.0,1.43,1.27,0.9,1.0,100.0,67.7,32.3,28.7,20.3,22.6,47.0,33.0,14.0,10.0,15.0,8.0,10.61,11.0,9.79,7.87,16.67,8.0,49.0,35.0,14.0,11.0,15.0,8.0,11.06,11.67,9.79,8.66,16.67,8.0,cross,False,7.0
494,Luke Garrett,3.67,2.47,1.2,0.83,1.6,-0.0,100.0,67.3,32.7,22.6,43.6,0.0,39.0,28.0,11.0,7.0,18.0,0.0,10.63,11.34,9.17,8.43,11.25,0.0,40.0,29.0,11.0,8.0,18.0,0.0,10.9,11.74,9.17,9.64,11.25,0.0,cross,True,6.0
495,Max Park,3.62,2.33,1.29,1.23,1.59,-0.0,100.0,64.4,35.6,34.0,43.9,0.0,36.0,25.0,11.0,13.0,15.0,0.0,9.94,10.73,8.53,10.57,9.43,0.0,37.0,26.0,11.0,13.0,15.0,0.0,10.22,11.16,8.53,10.57,9.43,0.0,xxcross,False,4.0
496,Dylan Miller,6.7,4.07,2.63,2.33,1.13,2.0,100.0,60.7,39.3,34.8,16.9,29.9,63.0,34.0,29.0,13.0,13.0,22.0,9.4,8.35,11.03,5.58,11.5,11.0,65.0,36.0,29.0,14.0,13.0,22.0,9.7,8.85,11.03,6.01,11.5,11.0,cross,False,7.0
497,Dylan Miller,5.5,3.03,2.47,1.0,1.53,1.6,100.0,55.1,44.9,18.2,27.8,29.1,58.0,32.0,26.0,11.0,15.0,19.0,10.55,10.56,10.53,11.0,9.8,11.88,61.0,35.0,26.0,11.0,16.0,19.0,11.09,11.55,10.53,11.0,10.46,11.88,cross,False,7.0
498,Dylan Miller,5.45,3.1,2.35,1.03,1.67,1.15,100.0,56.9,43.1,18.9,30.6,21.1,57.0,29.0,28.0,9.0,18.0,16.0,10.46,9.35,11.91,8.74,10.78,13.91,59.0,31.0,28.0,10.0,18.0,16.0,10.83,10.0,11.91,9.71,10.78,13.91,xcross,False,6.0
499,Dylan Miller,5.56,4.63,0.93,2.47,1.5,0.19,100.0,83.3,16.7,44.4,27.0,3.4,60.0,51.0,9.0,22.0,20.0,1.0,10.79,11.02,9.68,8.91,13.33,5.26,62.0,53.0,9.0,23.0,20.0,1.0,11.15,11.45,9.68,9.31,13.33,5.26,cross,False,7.0
500,Dylan Miller,5.55,3.23,2.32,1.57,1.53,1.28,100.0,58.2,41.8,28.3,27.6,23.1,61.0,36.0,25.0,14.0,19.0,14.0,10.99,11.15,10.78,8.92,12.42,10.94,62.0,37.0,25.0,15.0,19.0,14.0,11.17,11.46,10.78,9.55,12.42,10.94,cross,False,7.0
501,Tymon Kolasiński,4.44,2.6,1.84,1.6,1.2,1.2,100.0,58.6,41.4,36.0,27.0,27.0,52.0,28.0,24.0,13.0,17.0,15.0,11.71,10.77,13.04,8.13,14.17,12.5,53.0,29.0,24.0,14.0,17.0,15.0,11.94,11.15,13.04,8.75,14.17,12.5,xxcross,True,5.0
502,Yiheng Wang,5.51,3.73,1.78,1.37,1.63,1.01,100.0,67.7,32.3,24.9,29.6,18.3,59.0,34.0,25.0,9.0,19.0,15.0,10.71,9.12,14.04,6.57,11.66,14.85,63.0,38.0,25.0,10.0,20.0,15.0,11.43,10.19,14.04,7.3,12.27,14.85,cross,False,7.0
503,Yiheng Wang,6.56,3.7,2.86,1.97,1.87,1.49,100.0,56.4,43.6,30.0,28.5,22.7,57.0,31.0,26.0,11.0,16.0,17.0,8.69,8.38,9.09,5.58,8.56,11.41,59.0,33.0,26.0,12.0,16.0,17.0,8.99,8.92,9.09,6.09,8.56,11.41,cross,False,7.0
504,Yiheng Wang,5.44,2.8,2.64,1.23,1.47,1.61,100.0,51.5,48.5,22.6,27.0,29.6,57.0,33.0,24.0,11.0,19.0,13.0,10.48,11.79,9.09,8.94,12.93,8.07,58.0,34.0,24.0,11.0,19.0,13.0,10.66,12.14,9.09,8.94,12.93,8.07,xcross,False,6.0
505,Yiheng Wang,6.24,3.6,2.64,1.6,2.0,1.21,100.0,57.7,42.3,25.6,32.1,19.4,62.0,36.0,26.0,15.0,19.0,14.0,9.94,10.0,9.85,9.38,9.5,11.57,65.0,39.0,26.0,17.0,20.0,14.0,10.42,10.83,9.85,10.63,10.0,11.57,cross,False,7.0
506,Yiheng Wang,5.05,2.47,2.58,1.1,1.27,1.78,100.0,48.9,51.1,21.8,25.1,35.2,46.0,21.0,25.0,6.0,15.0,17.0,9.11,8.5,9.69,5.45,11.81,9.55,48.0,23.0,25.0,7.0,16.0,17.0,9.5,9.31,9.69,6.36,12.6,9.55,xxcross,False,5.0
507,Dylan Miller,4.31,3.23,1.08,1.27,1.43,0.24,100.0,74.9,25.1,29.5,33.2,5.6,43.0,35.0,8.0,11.0,15.0,1.0,9.98,10.84,7.41,8.66,10.49,4.17,45.0,37.0,8.0,11.0,16.0,1.0,10.44,11.46,7.41,8.66,11.19,4.17,cross,False,7.0
508,Dylan Miller,4.7,3.0,1.7,1.27,0.83,1.17,100.0,63.8,36.2,27.0,17.7,24.9,52.0,29.0,23.0,12.0,10.0,16.0,11.06,9.67,13.53,9.45,12.05,13.68,53.0,30.0,23.0,12.0,10.0,16.0,11.28,10.0,13.53,9.45,12.05,13.68,cross,False,7.0
509,Dylan Miller,4.6,2.37,2.23,1.0,1.77,1.0,100.0,51.5,48.5,21.7,38.5,21.7,53.0,24.0,29.0,9.0,22.0,14.0,11.52,10.13,13.0,9.0,12.43,14.0,55.0,26.0,29.0,9.0,23.0,14.0,11.96,10.97,13.0,9.0,12.99,14.0,cross,False,7.0
510,Luke Garrett,3.53,2.57,0.96,0.93,1.48,0.15,100.0,72.8,27.2,26.3,41.9,4.2,38.0,28.0,10.0,9.0,17.0,1.0,10.76,10.89,10.42,9.68,11.49,6.67,40.0,30.0,10.0,9.0,18.0,1.0,11.33,11.67,10.42,9.68,12.16,6.67,xcross,False,6.0
511,Yiheng Wang,5.84,3.67,2.17,1.67,1.8,0.94,100.0,62.8,37.2,28.6,30.8,16.1,59.0,33.0,26.0,12.0,19.0,14.0,10.1,8.99,11.98,7.19,10.56,14.89,64.0,38.0,26.0,13.0,21.0,14.0,10.96,10.35,11.98,7.78,11.67,14.89,cross,False,7.0
512,Yiheng Wang,6.19,4.13,2.06,1.63,1.97,1.29,100.0,66.7,33.3,26.3,31.8,20.8,67.0,42.0,25.0,11.0,20.0,17.0,10.82,10.17,12.14,6.75,10.15,13.18,70.0,45.0,25.0,12.0,21.0,17.0,11.31,10.9,12.14,7.36,10.66,13.18,cross,False,7.0
513,Yiheng Wang,5.71,3.23,2.48,1.67,1.73,1.14,100.0,56.6,43.4,29.2,30.3,20.0,57.0,34.0,23.0,13.0,18.0,11.0,9.98,10.53,9.27,7.78,10.4,9.65,60.0,35.0,25.0,13.0,18.0,13.0,10.51,10.84,10.08,7.78,10.4,11.4,xcross,False,6.0
514,Yiheng Wang,5.61,3.03,2.58,1.17,2.2,1.04,100.0,54.0,46.0,20.9,39.2,18.5,62.0,37.0,25.0,10.0,22.0,15.0,11.05,12.21,9.69,8.55,10.0,14.42,62.0,37.0,25.0,10.0,22.0,15.0,11.05,12.21,9.69,8.55,10.0,14.42,cross,False,7.0
515,Yiheng Wang,5.63,3.5,2.13,1.57,1.37,1.33,100.0,62.2,37.8,27.9,24.3,23.6,59.0,36.0,23.0,13.0,20.0,15.0,10.48,10.29,10.8,8.28,14.6,11.28,61.0,38.0,23.0,13.0,20.0,15.0,10.83,10.86,10.8,8.28,14.6,11.28,cross,False,7.0
516,Ruihang Xu,4.35,2.33,2.02,0.73,1.8,0.92,100.0,53.6,46.4,16.8,41.4,21.1,59.0,39.0,20.0,11.0,25.0,8.0,13.56,16.74,9.9,15.07,13.89,8.7,59.0,39.0,20.0,11.0,25.0,8.0,13.56,16.74,9.9,15.07,13.89,8.7,cross,False,7.0
517,Ruihang Xu,4.82,2.57,2.25,0.57,1.7,1.45,100.0,53.3,46.7,11.8,35.3,30.1,58.0,33.0,25.0,10.0,17.0,16.0,12.03,12.84,11.11,17.54,10.0,11.03,61.0,34.0,27.0,10.0,17.0,18.0,12.66,13.23,12.0,17.54,10.0,12.41,cross,False,7.0
518,Ruihang Xu,6.81,4.03,2.78,1.37,1.07,1.98,100.0,59.2,40.8,20.1,15.7,29.1,59.0,33.0,26.0,11.0,12.0,18.0,8.66,8.19,9.35,8.03,11.21,9.09,61.0,35.0,26.0,11.0,12.0,18.0,8.96,8.68,9.35,8.03,11.21,9.09,cross,False,7.0
519,Ruihang Xu,5.7,3.97,1.73,1.67,0.77,1.3,100.0,69.6,30.4,29.3,13.5,22.8,57.0,34.0,23.0,12.0,14.0,15.0,10.0,8.56,13.29,7.19,18.18,11.54,59.0,36.0,23.0,12.0,14.0,15.0,10.35,9.07,13.29,7.19,18.18,11.54,xcross,False,6.0
520,Ruihang Xu,4.66,2.6,2.06,1.07,1.2,1.16,100.0,55.8,44.2,23.0,25.8,24.9,60.0,36.0,24.0,13.0,13.0,15.0,12.88,13.85,11.65,12.15,10.83,12.93,61.0,37.0,24.0,13.0,13.0,15.0,13.09,14.23,11.65,12.15,10.83,12.93,cross,False,7.0
521,Juliette Sébastien,6.2,4.27,1.93,1.47,2.93,-0.0,100.0,68.9,31.1,23.7,47.3,0.0,50.0,35.0,15.0,10.0,24.0,0.0,8.06,8.2,7.77,6.8,8.19,0.0,52.0,37.0,15.0,11.0,24.0,0.0,8.39,8.67,7.77,7.48,8.19,0.0,cross,False,6.0
522,Juliette Sébastien,5.69,3.03,2.66,1.13,2.2,1.39,100.0,53.3,46.7,19.9,38.7,24.4,54.0,26.0,28.0,9.0,21.0,15.0,9.49,8.58,10.53,7.96,9.55,10.79,55.0,27.0,28.0,9.0,21.0,15.0,9.67,8.91,10.53,7.96,9.55,10.79,cross,False,7.0
523,Juliette Sébastien,6.94,4.73,2.21,1.5,3.71,0.0,100.0,68.2,31.8,21.6,53.5,0.0,56.0,37.0,19.0,10.0,28.0,0.0,8.07,7.82,8.6,6.67,7.55,0.0,59.0,40.0,19.0,10.0,30.0,0.0,8.5,8.46,8.6,6.67,8.09,0.0,cross,True,6.0
524,Juliette Sébastien,6.05,3.6,2.45,1.4,1.43,1.55,100.0,59.5,40.5,23.1,23.6,25.6,50.0,25.0,25.0,9.0,11.0,18.0,8.26,6.94,10.2,6.43,7.69,11.61,51.0,26.0,25.0,10.0,11.0,18.0,8.43,7.22,10.2,7.14,7.69,11.61,cross,False,7.0
525,Tymon Kolasiński,4.87,2.4,2.47,1.28,1.56,1.43,100.0,49.3,50.7,26.3,32.0,29.4,43.0,21.0,22.0,10.0,16.0,10.0,8.83,8.75,8.91,7.81,10.26,6.99,43.0,21.0,22.0,10.0,16.0,10.0,8.83,8.75,8.91,7.81,10.26,6.99,xxcross,False,5.0
526,Brody Lassner,4.0,2.9,1.1,0.9,1.6,0.1,100.0,72.5,27.5,22.5,40.0,2.5,34.0,26.0,8.0,7.0,15.0,1.0,8.5,8.97,7.27,7.78,9.38,10.0,34.0,26.0,8.0,7.0,15.0,1.0,8.5,8.97,7.27,7.78,9.38,10.0,xcross,False,6.0
527,Jiazhou Li,3.26,1.97,1.29,0.87,1.07,0.23,100.0,60.4,39.6,26.7,32.8,7.1,34.0,18.0,16.0,8.0,15.0,1.0,10.43,9.14,12.4,9.2,14.02,4.35,35.0,19.0,16.0,8.0,15.0,1.0,10.74,9.64,12.4,9.2,14.02,4.35,xcross,False,5.0
528,Yiheng Wang,5.54,3.47,2.07,1.78,1.23,1.21,100.0,62.6,37.4,32.1,22.2,21.8,52.0,32.0,20.0,14.0,16.0,11.0,9.39,9.22,9.66,7.87,13.01,9.09,54.0,33.0,21.0,14.0,16.0,12.0,9.75,9.51,10.14,7.87,13.01,9.92,cross,False,7.0
529,Yiheng Wang,6.24,3.78,2.46,1.7,1.93,1.37,100.0,60.6,39.4,27.2,30.9,22.0,64.0,35.0,29.0,12.0,19.0,18.0,10.26,9.26,11.79,7.06,9.84,13.14,67.0,37.0,30.0,13.0,19.0,19.0,10.74,9.79,12.2,7.65,9.84,13.87,cross,False,7.0
530,Yiheng Wang,6.98,4.08,2.9,1.55,2.3,1.68,100.0,58.5,41.5,22.2,33.0,24.1,60.0,35.0,25.0,10.0,28.0,11.0,8.6,8.58,8.62,6.45,12.17,6.55,64.0,38.0,26.0,11.0,28.0,12.0,9.17,9.31,8.97,7.1,12.17,7.14,cross,False,7.0
531,Yiheng Wang,5.41,3.38,2.03,1.48,1.27,1.39,100.0,62.5,37.5,27.4,23.5,25.7,62.0,35.0,27.0,12.0,15.0,19.0,11.46,10.36,13.3,8.11,11.81,13.67,63.0,36.0,27.0,12.0,15.0,19.0,11.65,10.65,13.3,8.11,11.81,13.67,cross,False,7.0
532,Yiheng Wang,5.2,3.18,2.02,1.25,1.4,1.32,100.0,61.2,38.8,24.0,26.9,25.4,58.0,39.0,19.0,12.0,20.0,11.0,11.15,12.26,9.41,9.6,14.29,8.33,61.0,40.0,21.0,12.0,20.0,13.0,11.73,12.58,10.4,9.6,14.29,9.85,cross,False,7.0
533,Yusheng Du,4.87,3.03,1.84,0.9,1.4,1.17,100.0,62.2,37.8,18.5,28.7,24.0,56.0,38.0,18.0,10.0,14.0,11.0,11.5,12.54,9.78,11.11,10.0,9.4,58.0,40.0,18.0,10.0,15.0,11.0,11.91,13.2,9.78,11.11,10.71,9.4,cross,False,7.0
534,Aryan Chhabra,4.81,2.82,1.99,1.2,1.5,1.06,100.0,58.6,41.4,24.9,31.2,22.0,48.0,31.0,17.0,9.0,17.0,8.0,9.98,10.99,8.54,7.5,11.33,7.55,49.0,32.0,17.0,9.0,17.0,8.0,10.19,11.35,8.54,7.5,11.33,7.55,cross,False,7.0
535,Yiheng Wang,5.33,3.67,1.66,1.82,1.25,0.83,100.0,68.9,31.1,34.1,23.5,15.6,54.0,31.0,23.0,11.0,13.0,14.0,10.13,8.45,13.86,6.04,10.4,16.87,57.0,34.0,23.0,11.0,14.0,14.0,10.69,9.26,13.86,6.04,11.2,16.87,cross,False,7.0
536,Yiheng Wang,6.15,3.38,2.77,1.28,2.13,1.4,100.0,55.0,45.0,20.8,34.6,22.8,69.0,33.0,36.0,6.0,27.0,21.0,11.22,9.76,13.0,4.69,12.68,15.0,72.0,36.0,36.0,7.0,27.0,21.0,11.71,10.65,13.0,5.47,12.68,15.0,xcross,False,6.0
537,Yiheng Wang,6.42,3.5,2.92,1.48,1.87,1.57,100.0,54.5,45.5,23.1,29.1,24.5,72.0,42.0,30.0,15.0,21.0,17.0,11.21,12.0,10.27,10.14,11.23,10.83,76.0,46.0,30.0,16.0,21.0,17.0,11.84,13.14,10.27,10.81,11.23,10.83,cross,False,7.0
538,Yiheng Wang,5.36,3.4,1.96,1.18,1.48,1.39,100.0,63.4,36.6,22.0,27.6,25.9,63.0,38.0,25.0,12.0,17.0,18.0,11.75,11.18,12.76,10.17,11.49,12.95,63.0,38.0,25.0,12.0,17.0,18.0,11.75,11.18,12.76,10.17,11.49,12.95,cross,False,7.0
539,Yiheng Wang,5.51,3.37,2.14,1.42,1.53,1.58,100.0,61.2,38.8,25.8,27.8,28.7,52.0,30.0,22.0,9.0,16.0,14.0,9.44,8.9,10.28,6.34,10.46,8.86,55.0,33.0,22.0,10.0,16.0,14.0,9.98,9.79,10.28,7.04,10.46,8.86,xcross,False,6.0
540,Luke Garrett,3.62,2.32,1.3,0.98,1.53,0.14,100.0,64.1,35.9,27.1,42.3,3.9,40.0,25.0,15.0,8.0,19.0,1.0,11.05,10.78,11.54,8.16,12.42,7.14,40.0,25.0,15.0,8.0,19.0,1.0,11.05,10.78,11.54,8.16,12.42,7.14,xcross,False,6.0
541,Max Park,4.4,2.8,1.6,0.97,1.33,0.87,100.0,63.6,36.4,22.0,30.2,19.8,54.0,31.0,23.0,9.0,19.0,12.0,12.27,11.07,14.38,9.28,14.29,13.79,57.0,34.0,23.0,10.0,20.0,12.0,12.95,12.14,14.38,10.31,15.04,13.79,xcross,False,6.0
542,Max Park,6.36,4.1,2.26,1.87,2.1,1.19,100.0,64.5,35.5,29.4,33.0,18.7,62.0,35.0,27.0,13.0,22.0,13.0,9.75,8.54,11.95,6.95,10.48,10.92,64.0,37.0,27.0,14.0,22.0,13.0,10.06,9.02,11.95,7.49,10.48,10.92,cross,False,7.0
543,Max Park,4.28,2.33,1.95,0.7,1.37,1.18,100.0,54.4,45.6,16.4,32.0,27.6,51.0,26.0,25.0,5.0,18.0,16.0,11.92,11.16,12.82,7.14,13.14,13.56,51.0,26.0,25.0,5.0,18.0,16.0,11.92,11.16,12.82,7.14,13.14,13.56,xcross,False,6.0
544,Max Park,4.9,3.0,1.9,1.03,1.67,0.97,100.0,61.2,38.8,21.0,34.1,19.8,59.0,30.0,29.0,10.0,22.0,15.0,12.04,10.0,15.26,9.71,13.17,15.46,60.0,31.0,29.0,10.0,22.0,15.0,12.24,10.33,15.26,9.71,13.17,15.46,xcross,False,6.0
545,Max Park,5.5,3.07,2.43,1.13,1.7,1.5,100.0,55.8,44.2,20.5,30.9,27.3,68.0,39.0,29.0,12.0,22.0,18.0,12.36,12.7,11.93,10.62,12.94,12.0,70.0,41.0,29.0,12.0,23.0,18.0,12.73,13.36,11.93,10.62,13.53,12.0,cross,False,7.0
546,Max Park,6.01,2.83,3.18,0.8,2.13,1.31,100.0,47.1,52.9,13.3,35.4,21.8,59.0,29.0,30.0,9.0,17.0,16.0,9.82,10.25,9.43,11.25,7.98,12.21,59.0,29.0,30.0,9.0,17.0,16.0,9.82,10.25,9.43,11.25,7.98,12.21,xcross,False,6.0
547,Max Park,5.02,3.17,1.85,1.3,1.43,0.95,100.0,63.1,36.9,25.9,28.5,18.9,66.0,38.0,28.0,14.0,22.0,15.0,13.15,11.99,15.14,10.77,15.38,15.79,67.0,39.0,28.0,14.0,22.0,15.0,13.35,12.3,15.14,10.77,15.38,15.79,cross,False,7.0
548,Max Park,4.02,2.97,1.05,1.1,2.1,0.15,100.0,73.9,26.1,27.4,52.2,3.7,45.0,31.0,14.0,10.0,26.0,1.0,11.19,10.44,13.33,9.09,12.38,6.67,45.0,31.0,14.0,10.0,26.0,1.0,11.19,10.44,13.33,9.09,12.38,6.67,xcross,False,6.0
549,Max Park,5.1,2.9,2.2,1.3,2.03,0.87,100.0,56.9,43.1,25.5,39.8,17.1,54.0,32.0,22.0,6.0,19.0,12.0,10.59,11.03,10.0,4.62,9.36,13.79,55.0,33.0,22.0,6.0,19.0,12.0,10.78,11.38,10.0,4.62,9.36,13.79,xcross,False,6.0
550,Max Park,4.71,2.7,2.01,0.97,1.3,1.11,100.0,57.3,42.7,20.6,27.6,23.6,58.0,33.0,25.0,11.0,17.0,14.0,12.31,12.22,12.44,11.34,13.08,12.61,60.0,35.0,25.0,11.0,17.0,14.0,12.74,12.96,12.44,11.34,13.08,12.61,cross,False,7.0
551,Feliks Zemdegs,6.43,3.9,2.53,1.67,1.87,1.7,100.0,60.7,39.3,26.0,29.1,26.4,58.0,32.0,26.0,10.0,20.0,16.0,9.02,8.21,10.28,5.99,10.7,9.41,59.0,33.0,26.0,10.0,20.0,16.0,9.18,8.46,10.28,5.99,10.7,9.41,cross,False,7.0
552,Feliks Zemdegs,6.04,3.57,2.47,1.73,1.43,1.54,100.0,59.1,40.9,28.6,23.7,25.5,57.0,34.0,23.0,11.0,16.0,15.0,9.44,9.52,9.31,6.36,11.19,9.74,57.0,34.0,23.0,11.0,16.0,15.0,9.44,9.52,9.31,6.36,11.19,9.74,xcross,False,6.0
553,Feliks Zemdegs,6.51,4.1,2.41,1.0,4.04,0.0,100.0,63.0,37.0,15.4,62.1,0.0,59.0,36.0,23.0,9.0,35.0,0.0,9.06,8.78,9.54,9.0,8.66,0.0,60.0,37.0,23.0,9.0,36.0,0.0,9.22,9.02,9.54,9.0,8.91,0.0,xcross,False,5.0
554,Feliks Zemdegs,5.3,3.13,2.17,1.23,1.2,1.33,100.0,59.1,40.9,23.2,22.6,25.1,54.0,27.0,27.0,9.0,16.0,16.0,10.19,8.63,12.44,7.32,13.33,12.03,56.0,29.0,27.0,9.0,16.0,16.0,10.57,9.27,12.44,7.32,13.33,12.03,xcross,False,6.0
555,Feliks Zemdegs,5.81,3.9,1.91,1.4,1.63,0.98,100.0,67.1,32.9,24.1,28.1,16.9,52.0,31.0,21.0,10.0,14.0,13.0,8.95,7.95,10.99,7.14,8.59,13.27,54.0,33.0,21.0,11.0,14.0,13.0,9.29,8.46,10.99,7.86,8.59,13.27,xcross,False,6.0
