,name,total_time,f2l_time,ll_time,cross+1_time,ols_time,pll_time,total_time_percent,f2l_time_percent,ll_time_percent,cross+1_percent,ols_percent,pll_percent,total_stm,f2l_stm,ll_stm,cross+1_stm,ols_stm,pll_stm,total_stps,f2l_stps,ll_stps,cross+1_stps,ols_stps,pll_stps,total_etm,f2l_etm,ll_etm,cross+1_etm,ols_etm,pll_etm,total_etps,f2l_etps,ll_etps,cross+1_etps,ols_etps,pll_etps,cross_type,zbll,num_steps
321,Luke Garrett,5.49,2.53,2.96,1.07,1.7,1.82,100.0,46.1,53.9,19.5,31.0,33.2,52.0,26.0,26.0,11.0,19.0,13.0,9.47,10.28,8.78,10.28,11.18,7.14,52.0,26.0,26.0,11.0,19.0,13.0,9.47,10.28,8.78,10.28,11.18,7.14,cross,False,7.0
322,Luke Garrett,5.74,3.07,2.67,1.2,1.97,1.34,100.0,53.5,46.5,20.9,34.3,23.3,55.0,29.0,26.0,10.0,19.0,15.0,9.58,9.45,9.74,8.33,9.64,11.19,57.0,31.0,26.0,11.0,19.0,15.0,9.93,10.1,9.74,9.17,9.64,11.19,cross,False,7.0
323,Luke Garrett,6.69,3.33,3.36,1.23,2.77,1.49,100.0,49.8,50.2,18.4,41.4,22.3,60.0,35.0,25.0,11.0,26.0,11.0,8.97,10.51,7.44,8.94,9.39,7.38,62.0,36.0,26.0,11.0,26.0,12.0,9.27,10.81,7.74,8.94,9.39,8.05,cross,False,7.0
324,Yiheng Wang,5.87,3.53,2.34,1.47,1.23,1.6,100.0,60.1,39.9,25.0,21.0,27.3,64.0,32.0,32.0,11.0,17.0,23.0,10.9,9.07,13.68,7.48,13.82,14.38,69.0,37.0,32.0,12.0,18.0,23.0,11.75,10.48,13.68,8.16,14.63,14.38,cross,False,7.0
325,Yiheng Wang,5.91,4.03,1.88,1.73,1.7,0.94,100.0,68.2,31.8,29.3,28.8,15.9,65.0,40.0,25.0,15.0,21.0,14.0,11.0,9.93,13.3,8.67,12.35,14.89,68.0,43.0,25.0,15.0,22.0,14.0,11.51,10.67,13.3,8.67,12.94,14.89,cross,False,7.0
326,Yiheng Wang,5.93,3.47,2.46,1.37,1.6,1.66,100.0,58.5,41.5,23.1,27.0,28.0,58.0,32.0,26.0,10.0,17.0,17.0,9.78,9.22,10.57,7.3,10.63,10.24,61.0,35.0,26.0,11.0,18.0,17.0,10.29,10.09,10.57,8.03,11.25,10.24,cross,False,7.0
327,Yiheng Wang,6.07,3.37,2.7,1.0,1.83,1.34,100.0,55.5,44.5,16.5,30.1,22.1,66.0,34.0,32.0,11.0,22.0,17.0,10.87,10.09,11.85,11.0,12.02,12.69,68.0,36.0,32.0,11.0,23.0,17.0,11.2,10.68,11.85,11.0,12.57,12.69,xcross,False,6.0
328,Yiheng Wang,5.81,4.0,1.81,1.83,1.13,1.21,100.0,68.8,31.2,31.5,19.4,20.8,57.0,35.0,22.0,12.0,17.0,13.0,9.81,8.75,12.15,6.56,15.04,10.74,57.0,35.0,22.0,12.0,17.0,13.0,9.81,8.75,12.15,6.56,15.04,10.74,xcross,False,6.0
329,Yiheng Wang,5.13,2.87,2.26,1.17,1.57,1.33,100.0,55.9,44.1,22.8,30.6,25.9,50.0,28.0,22.0,10.0,19.0,11.0,9.75,9.76,9.73,8.55,12.1,8.27,55.0,32.0,23.0,10.0,20.0,12.0,10.72,11.15,10.18,8.55,12.74,9.02,cross,False,7.0
330,Yiheng Wang,5.57,3.2,2.37,1.37,2.03,1.0,100.0,57.5,42.5,24.6,36.4,18.0,58.0,33.0,25.0,9.0,17.0,15.0,10.41,10.31,10.55,6.57,8.37,15.0,60.0,35.0,25.0,10.0,17.0,15.0,10.77,10.94,10.55,7.3,8.37,15.0,cross,False,7.0
331,Yiheng Wang,5.91,3.93,1.98,1.13,1.7,1.11,100.0,66.5,33.5,19.1,28.8,18.8,61.0,36.0,25.0,9.0,19.0,16.0,10.32,9.16,12.63,7.96,11.18,14.41,63.0,38.0,25.0,9.0,20.0,16.0,10.66,9.67,12.63,7.96,11.76,14.41,xcross,False,6.0
332,Yiheng Wang,5.69,3.67,2.02,1.3,2.03,1.22,100.0,64.5,35.5,22.8,35.7,21.4,59.0,34.0,25.0,12.0,16.0,18.0,10.37,9.26,12.38,9.23,7.88,14.75,62.0,37.0,25.0,12.0,17.0,18.0,10.9,10.08,12.38,9.23,8.37,14.75,cross,False,7.0
333,Christopher Sun,6.62,4.17,2.45,1.7,1.53,1.55,100.0,63.0,37.0,25.7,23.1,23.4,61.0,33.0,28.0,11.0,19.0,17.0,9.21,7.91,11.43,6.47,12.42,10.97,64.0,36.0,28.0,11.0,19.0,17.0,9.67,8.63,11.43,6.47,12.42,10.97,cross,False,7.0
334,Christopher Sun,6.02,4.37,1.65,1.6,1.1,1.65,100.0,72.6,27.4,26.6,18.3,27.4,48.0,33.0,15.0,10.0,9.0,15.0,7.97,7.55,9.09,6.25,8.18,9.09,50.0,35.0,15.0,11.0,10.0,15.0,8.31,8.01,9.09,6.88,9.09,9.09,cross,False,6.0
335,Christopher Sun,5.69,3.5,2.19,1.4,1.9,1.09,100.0,61.5,38.5,24.6,33.4,19.2,55.0,28.0,27.0,9.0,23.0,12.0,9.67,8.0,12.33,6.43,12.11,11.01,58.0,31.0,27.0,10.0,24.0,12.0,10.19,8.86,12.33,7.14,12.63,11.01,cross,False,7.0
336,Christopher Sun,5.84,4.67,1.17,1.27,1.57,0.34,100.0,80.0,20.0,21.7,26.9,5.8,45.0,35.0,10.0,9.0,19.0,1.0,7.71,7.49,8.55,7.09,12.1,2.94,48.0,38.0,10.0,9.0,19.0,1.0,8.22,8.14,8.55,7.09,12.1,2.94,cross,False,7.0
337,Brendyn Dunagan,6.59,4.0,2.59,1.93,1.9,1.39,100.0,60.7,39.3,29.3,28.8,21.1,55.0,30.0,25.0,13.0,14.0,14.0,8.35,7.5,9.65,6.74,7.37,10.07,59.0,32.0,27.0,13.0,15.0,16.0,8.95,8.0,10.42,6.74,7.89,11.51,cross,False,7.0
338,Elijah Brown,5.41,3.98,1.43,1.17,2.07,0.34,100.0,73.6,26.4,21.6,38.3,6.3,38.0,28.0,10.0,6.0,17.0,1.0,7.02,7.04,6.99,5.13,8.21,2.94,38.0,28.0,10.0,6.0,17.0,1.0,7.02,7.04,6.99,5.13,8.21,2.94,xcross,False,6.0
339,Luke Garrett,3.8,2.53,1.27,1.08,0.43,1.27,100.0,66.6,33.4,28.4,11.3,33.4,40.0,31.0,9.0,10.0,4.0,9.0,10.53,12.25,7.09,9.26,9.3,7.09,43.0,34.0,9.0,11.0,5.0,9.0,11.32,13.44,7.09,10.19,11.63,7.09,cross,False,6.0
340,Max Siauw,6.51,3.8,2.71,1.13,1.67,1.41,100.0,58.4,41.6,17.4,25.7,21.7,65.0,39.0,26.0,9.0,17.0,16.0,9.98,10.26,9.59,7.96,10.18,11.35,65.0,39.0,26.0,9.0,17.0,16.0,9.98,10.26,9.59,7.96,10.18,11.35,cross,False,7.0
341,Max Siauw,5.67,3.27,2.4,1.03,2.4,1.1,100.0,57.7,42.3,18.2,42.3,19.4,55.0,33.0,22.0,7.0,23.0,11.0,9.7,10.09,9.17,6.8,9.58,10.0,58.0,34.0,24.0,7.0,24.0,13.0,10.23,10.4,10.0,6.8,10.0,11.82,cross,False,7.0
342,Lukas Shelley,6.35,3.58,2.77,1.73,1.88,1.48,100.0,56.4,43.6,27.2,29.6,23.3,62.0,35.0,27.0,14.0,21.0,14.0,9.76,9.78,9.75,8.09,11.17,9.46,64.0,37.0,27.0,15.0,22.0,14.0,10.08,10.34,9.75,8.67,11.7,9.46,cross,False,7.0
343,Lukas Shelley,5.88,3.45,2.43,1.7,1.73,1.26,100.0,58.7,41.3,28.9,29.4,21.4,54.0,29.0,25.0,12.0,19.0,15.0,9.18,8.41,10.29,7.06,10.98,11.9,57.0,32.0,25.0,13.0,19.0,15.0,9.69,9.28,10.29,7.65,10.98,11.9,cross,False,6.0
344,Lukas Shelley,5.68,3.58,2.1,1.55,1.4,1.15,100.0,63.0,37.0,27.3,24.6,20.2,55.0,29.0,26.0,11.0,14.0,16.0,9.68,8.1,12.38,7.1,10.0,13.91,56.0,30.0,26.0,11.0,14.0,16.0,9.86,8.38,12.38,7.1,10.0,13.91,xcross,False,6.0
345,Lukas Shelley,5.68,3.15,2.53,1.18,1.73,1.55,100.0,55.5,44.5,20.8,30.5,27.3,53.0,29.0,24.0,8.0,18.0,14.0,9.33,9.21,9.49,6.78,10.4,9.03,55.0,31.0,24.0,8.0,19.0,14.0,9.68,9.84,9.49,6.78,10.98,9.03,xcross,False,6.0
346,Lukas Shelley,5.65,2.98,2.67,1.08,1.17,1.85,100.0,52.7,47.3,19.1,20.7,32.7,45.0,21.0,24.0,7.0,13.0,17.0,7.96,7.05,8.99,6.48,11.11,9.19,46.0,22.0,24.0,7.0,13.0,17.0,8.14,7.38,8.99,6.48,11.11,9.19,xxcross,False,5.0
347,Luke Garrett,4.98,2.75,2.23,1.05,1.73,1.1,100.0,55.2,44.8,21.1,34.7,22.1,55.0,30.0,25.0,10.0,21.0,13.0,11.04,10.91,11.21,9.52,12.14,11.82,58.0,33.0,25.0,10.0,22.0,13.0,11.65,12.0,11.21,9.52,12.72,11.82,cross,False,7.0
348,Max Park,6.32,3.77,2.55,1.27,1.5,1.85,100.0,59.7,40.3,20.1,23.7,29.3,66.0,38.0,28.0,15.0,15.0,21.0,10.44,10.08,10.98,11.81,10.0,11.35,70.0,40.0,30.0,15.0,16.0,23.0,11.08,10.61,11.76,11.81,10.67,12.43,cross,False,7.0
349,Max Park,5.27,2.83,2.44,1.03,3.47,-0.0,100.0,53.7,46.3,19.5,65.8,0.0,45.0,27.0,18.0,9.0,27.0,0.0,8.54,9.54,7.38,8.74,7.78,0.0,48.0,29.0,19.0,9.0,29.0,0.0,9.11,10.25,7.79,8.74,8.36,0.0,xcross,True,5.0
350,Max Park,5.64,3.5,2.14,0.9,1.77,1.51,100.0,62.1,37.9,16.0,31.4,26.8,59.0,38.0,21.0,8.0,21.0,14.0,10.46,10.86,9.81,8.89,11.86,9.27,61.0,40.0,21.0,8.0,23.0,14.0,10.82,11.43,9.81,8.89,12.99,9.27,cross,False,7.0
351,Max Park,5.38,3.0,2.38,1.27,1.87,1.15,100.0,55.8,44.2,23.6,34.8,21.4,64.0,38.0,26.0,13.0,18.0,15.0,11.9,12.67,10.92,10.24,9.63,13.04,65.0,39.0,26.0,13.0,19.0,15.0,12.08,13.0,10.92,10.24,10.16,13.04,xcross,False,6.0
352,Max Siauw,4.66,3.13,1.53,1.13,0.52,1.53,100.0,67.2,32.8,24.2,11.2,32.8,48.0,36.0,12.0,9.0,8.0,12.0,10.3,11.5,7.84,7.96,15.38,7.84,50.0,38.0,12.0,10.0,8.0,12.0,10.73,12.14,7.84,8.85,15.38,7.84,cross,False,6.0
353,Max Park,5.21,3.13,2.08,1.47,0.9,1.38,100.0,60.1,39.9,28.2,17.3,26.5,53.0,29.0,24.0,14.0,11.0,16.0,10.17,9.27,11.54,9.52,12.22,11.59,53.0,29.0,24.0,14.0,11.0,16.0,10.17,9.27,11.54,9.52,12.22,11.59,cross,False,7.0
354,Tymon Kolasiński,6.76,3.67,3.09,1.57,2.13,1.69,100.0,54.3,45.7,23.2,31.5,25.0,59.0,30.0,29.0,10.0,20.0,16.0,8.73,8.17,9.39,6.37,9.39,9.47,59.0,30.0,29.0,10.0,20.0,16.0,8.73,8.17,9.39,6.37,9.39,9.47,xcross,False,6.0
355,Tymon Kolasiński,4.91,2.83,2.08,1.27,1.23,1.24,100.0,57.6,42.4,25.9,25.1,25.3,54.0,28.0,26.0,12.0,13.0,17.0,11.0,9.89,12.5,9.45,10.57,13.71,55.0,29.0,26.0,12.0,13.0,17.0,11.2,10.25,12.5,9.45,10.57,13.71,cross,False,7.0
356,Tymon Kolasiński,5.17,2.7,2.47,1.33,1.47,1.67,100.0,52.2,47.8,25.7,28.4,32.3,53.0,29.0,24.0,13.0,16.0,16.0,10.25,10.74,9.72,9.77,10.88,9.58,53.0,29.0,24.0,13.0,16.0,16.0,10.25,10.74,9.72,9.77,10.88,9.58,cross,False,6.0
357,Tymon Kolasiński,5.27,3.2,2.07,1.37,1.4,1.3,100.0,60.7,39.3,26.0,26.6,24.7,45.0,26.0,19.0,9.0,15.0,11.0,8.54,8.13,9.18,6.57,10.71,8.46,45.0,26.0,19.0,9.0,15.0,11.0,8.54,8.13,9.18,6.57,10.71,8.46,cross,False,7.0
358,Tymon Kolasiński,6.71,4.1,2.61,2.4,1.67,1.71,100.0,61.1,38.9,35.8,24.9,25.5,62.0,35.0,27.0,16.0,17.0,18.0,9.24,8.54,10.34,6.67,10.18,10.53,62.0,35.0,27.0,16.0,17.0,18.0,9.24,8.54,10.34,6.67,10.18,10.53,cross,False,7.0
359,Luke Garrett,3.78,3.08,0.7,0.7,1.77,0.1,100.0,81.5,18.5,18.5,46.8,2.6,42.0,33.0,9.0,4.0,21.0,1.0,11.11,10.71,12.86,5.71,11.86,10.0,44.0,35.0,9.0,6.0,21.0,1.0,11.64,11.36,12.86,8.57,11.86,10.0,xcross,False,6.0
360,Max Park,5.76,3.73,2.03,1.23,2.0,1.46,100.0,64.8,35.2,21.4,34.7,25.3,70.0,44.0,26.0,12.0,25.0,17.0,12.15,11.8,12.81,9.76,12.5,11.64,70.0,44.0,26.0,12.0,25.0,17.0,12.15,11.8,12.81,9.76,12.5,11.64,cross,False,7.0
361,Max Park,6.06,3.53,2.53,1.3,1.37,1.36,100.0,58.3,41.7,21.5,22.6,22.4,65.0,34.0,31.0,11.0,16.0,18.0,10.73,9.63,12.25,8.46,11.68,13.24,66.0,35.0,31.0,11.0,16.0,18.0,10.89,9.92,12.25,8.46,11.68,13.24,xcross,False,6.0
362,Max Park,5.32,3.1,2.22,1.1,1.2,1.52,100.0,58.3,41.7,20.7,22.6,28.6,63.0,36.0,27.0,12.0,14.0,17.0,11.84,11.61,12.16,10.91,11.67,11.18,65.0,38.0,27.0,12.0,15.0,17.0,12.22,12.26,12.16,10.91,12.5,11.18,xcross,False,6.0
363,Max Park,5.21,3.33,1.88,1.67,1.17,1.24,100.0,63.9,36.1,32.1,22.5,23.8,60.0,34.0,26.0,10.0,17.0,18.0,11.52,10.21,13.83,5.99,14.53,14.52,61.0,35.0,26.0,10.0,17.0,18.0,11.71,10.51,13.83,5.99,14.53,14.52,xcross,False,6.0
364,Max Park,5.34,3.17,2.17,1.4,1.57,1.27,100.0,59.4,40.6,26.2,29.4,23.8,53.0,33.0,20.0,13.0,17.0,10.0,9.93,10.41,9.22,9.29,10.83,7.87,55.0,35.0,20.0,14.0,18.0,10.0,10.3,11.04,9.22,10.0,11.46,7.87,cross,True,7.0
365,Max Park,5.96,3.23,2.73,0.9,1.67,1.53,100.0,54.2,45.8,15.1,28.0,25.7,58.0,31.0,27.0,7.0,22.0,12.0,9.73,9.6,9.89,7.78,13.17,7.84,62.0,33.0,29.0,8.0,22.0,14.0,10.4,10.22,10.62,8.89,13.17,9.15,xcross,False,6.0
366,Max Park,4.54,3.07,1.47,1.0,1.13,0.97,100.0,67.6,32.4,22.0,24.9,21.4,55.0,35.0,20.0,11.0,13.0,14.0,12.11,11.4,13.61,11.0,11.5,14.43,56.0,36.0,20.0,11.0,14.0,14.0,12.33,11.73,13.61,11.0,12.39,14.43,xcross,False,6.0
367,Max Park,5.12,3.07,2.05,1.27,1.33,1.35,100.0,60.0,40.0,24.8,26.0,26.4,66.0,44.0,22.0,15.0,22.0,12.0,12.89,14.33,10.73,11.81,16.54,8.89,67.0,44.0,23.0,15.0,22.0,13.0,13.09,14.33,11.22,11.81,16.54,9.63,cross,False,7.0
368,Max Park,5.5,3.47,2.03,1.13,1.77,1.23,100.0,63.1,36.9,20.5,32.2,22.4,64.0,35.0,29.0,10.0,21.0,17.0,11.64,10.09,14.29,8.85,11.86,13.82,66.0,37.0,29.0,11.0,21.0,17.0,12.0,10.66,14.29,9.73,11.86,13.82,cross,False,7.0
369,Max Park,5.34,3.23,2.11,1.27,1.47,1.41,100.0,60.5,39.5,23.8,27.5,26.4,56.0,29.0,27.0,6.0,18.0,18.0,10.49,8.98,12.8,4.72,12.24,12.77,57.0,30.0,27.0,6.0,18.0,18.0,10.67,9.29,12.8,4.72,12.24,12.77,xcross,False,6.0
370,Max Park,4.4,2.4,2.0,0.9,1.43,1.33,100.0,54.5,45.5,20.5,32.5,30.2,49.0,26.0,23.0,6.0,23.0,13.0,11.14,10.83,11.5,6.67,16.08,9.77,49.0,26.0,23.0,6.0,23.0,13.0,11.14,10.83,11.5,6.67,16.08,9.77,xcross,False,6.0
371,Sebastian Weyer,4.32,3.2,1.12,1.5,1.4,0.15,100.0,74.1,25.9,34.7,32.4,3.5,39.0,30.0,9.0,15.0,12.0,1.0,9.03,9.38,8.04,10.0,8.57,6.67,42.0,33.0,9.0,15.0,13.0,1.0,9.72,10.31,8.04,10.0,9.29,6.67,cross,False,7.0
372,Luke Garrett,3.43,2.13,1.3,0.53,2.03,0.0,100.0,62.1,37.9,15.5,59.2,0.0,36.0,27.0,9.0,5.0,21.0,0.0,10.5,12.68,6.92,9.43,10.34,0.0,37.0,28.0,9.0,5.0,21.0,0.0,10.79,13.15,6.92,9.43,10.34,0.0,xcross,True,5.0
373,Yiheng Wang,5.5,3.4,2.1,1.43,1.87,1.1,100.0,61.8,38.2,26.0,34.0,20.0,55.0,35.0,20.0,14.0,14.0,14.0,10.0,10.29,9.52,9.79,7.49,12.73,57.0,37.0,20.0,14.0,15.0,14.0,10.36,10.88,9.52,9.79,8.02,12.73,xcross,False,6.0
374,Yiheng Wang,4.79,3.4,1.39,1.67,1.73,0.26,100.0,71.0,29.0,34.9,36.1,5.4,54.0,39.0,15.0,15.0,22.0,1.0,11.27,11.47,10.79,8.98,12.72,3.85,55.0,40.0,15.0,15.0,23.0,1.0,11.48,11.76,10.79,8.98,13.29,3.85,cross,False,7.0
375,Yiheng Wang,5.44,3.13,2.31,1.3,1.1,1.57,100.0,57.5,42.5,23.9,20.2,28.9,58.0,30.0,28.0,10.0,12.0,20.0,10.66,9.58,12.12,7.69,10.91,12.74,60.0,32.0,28.0,10.0,13.0,20.0,11.03,10.22,12.12,7.69,11.82,12.74,cross,False,7.0
376,Yiheng Wang,6.04,3.4,2.64,1.47,1.67,1.51,100.0,56.3,43.7,24.3,27.6,25.0,70.0,39.0,31.0,13.0,23.0,19.0,11.59,11.47,11.74,8.84,13.77,12.58,71.0,40.0,31.0,13.0,23.0,19.0,11.75,11.76,11.74,8.84,13.77,12.58,cross,False,7.0
377,Yiheng Wang,5.84,3.8,2.04,2.03,1.2,1.37,100.0,65.1,34.9,34.8,20.5,23.5,67.0,41.0,26.0,13.0,16.0,18.0,11.47,10.79,12.75,6.4,13.33,13.14,68.0,42.0,26.0,13.0,17.0,18.0,11.64,11.05,12.75,6.4,14.17,13.14,cross,False,7.0
378,Yiheng Wang,4.59,2.37,2.22,1.33,1.37,1.16,100.0,51.6,48.4,29.0,29.8,25.3,51.0,24.0,27.0,9.0,16.0,15.0,11.11,10.13,12.16,6.77,11.68,12.93,51.0,24.0,27.0,9.0,16.0,15.0,11.11,10.13,12.16,6.77,11.68,12.93,cross,False,7.0
379,Yiheng Wang,5.52,3.13,2.39,1.2,1.57,1.69,100.0,56.7,43.3,21.7,28.4,30.6,60.0,31.0,29.0,10.0,17.0,20.0,10.87,9.9,12.13,8.33,10.83,11.83,61.0,32.0,29.0,10.0,17.0,20.0,11.05,10.22,12.13,8.33,10.83,11.83,cross,False,7.0
380,Yiheng Wang,5.52,3.1,2.42,1.17,1.9,1.12,100.0,56.2,43.8,21.2,34.4,20.3,50.0,32.0,18.0,8.0,18.0,8.0,9.06,10.32,7.44,6.84,9.47,7.14,51.0,33.0,18.0,8.0,19.0,8.0,9.24,10.65,7.44,6.84,10.0,7.14,cross,False,7.0
381,Yiheng Wang,6.24,3.73,2.51,1.43,1.87,1.64,100.0,59.8,40.2,22.9,30.0,26.3,61.0,34.0,27.0,11.0,24.0,14.0,9.78,9.12,10.76,7.69,12.83,8.54,62.0,35.0,27.0,11.0,24.0,14.0,9.94,9.38,10.76,7.69,12.83,8.54,xcross,False,6.0
382,Yiheng Wang,5.53,3.13,2.4,1.43,1.1,1.8,100.0,56.6,43.4,25.9,19.9,32.5,62.0,36.0,26.0,11.0,17.0,17.0,11.21,11.5,10.83,7.69,15.45,9.44,63.0,37.0,26.0,11.0,17.0,17.0,11.39,11.82,10.83,7.69,15.45,9.44,cross,False,7.0
383,Luke Garrett,3.81,2.6,1.21,0.93,1.93,0.08,100.0,68.2,31.8,24.4,50.7,2.1,44.0,29.0,15.0,7.0,26.0,1.0,11.55,11.15,12.4,7.53,13.47,12.5,46.0,31.0,15.0,8.0,26.0,1.0,12.07,11.92,12.4,8.6,13.47,12.5,cross,False,7.0
384,Riley Dexter,4.55,2.8,1.75,1.07,1.2,0.95,100.0,61.5,38.5,23.5,26.4,20.9,45.0,24.0,21.0,7.0,15.0,13.0,9.89,8.57,12.0,6.54,12.5,13.68,47.0,26.0,21.0,7.0,15.0,13.0,10.33,9.29,12.0,6.54,12.5,13.68,xcross,False,6.0
385,Matty Hiroto Inaba,4.34,2.67,1.67,0.73,1.53,0.94,100.0,61.5,38.5,16.8,35.3,21.7,52.0,30.0,22.0,6.0,16.0,14.0,11.98,11.24,13.17,8.22,10.46,14.89,52.0,30.0,22.0,6.0,16.0,14.0,11.98,11.24,13.17,8.22,10.46,14.89,xcross,False,6.0
386,Yiheng Wang,5.38,3.23,2.15,1.43,1.27,1.41,100.0,60.0,40.0,26.6,23.6,26.2,55.0,37.0,18.0,14.0,15.0,11.0,10.22,11.46,8.37,9.79,11.81,7.8,59.0,40.0,19.0,14.0,16.0,12.0,10.97,12.38,8.84,9.79,12.6,8.51,cross,False,7.0
387,Yiheng Wang,4.72,2.7,2.02,1.07,1.47,1.12,100.0,57.2,42.8,22.7,31.1,23.7,54.0,31.0,23.0,9.0,17.0,13.0,11.44,11.48,11.39,8.41,11.56,11.61,54.0,31.0,23.0,9.0,17.0,13.0,11.44,11.48,11.39,8.41,11.56,11.61,cross,False,7.0
388,Yiheng Wang,5.92,3.8,2.12,1.83,1.67,1.15,100.0,64.2,35.8,30.9,28.2,19.4,68.0,41.0,27.0,14.0,23.0,16.0,11.49,10.79,12.74,7.65,13.77,13.91,69.0,42.0,27.0,14.0,23.0,16.0,11.66,11.05,12.74,7.65,13.77,13.91,cross,False,7.0
389,Yiheng Wang,5.5,2.83,2.67,1.37,1.43,1.7,100.0,51.5,48.5,24.9,26.0,30.9,61.0,32.0,29.0,10.0,19.0,18.0,11.09,11.31,10.86,7.3,13.29,10.59,62.0,33.0,29.0,11.0,19.0,18.0,11.27,11.66,10.86,8.03,13.29,10.59,cross,False,7.0
390,Dylan Miller,4.31,2.23,2.08,1.2,1.07,1.34,100.0,51.7,48.3,27.8,24.8,31.1,47.0,22.0,25.0,10.0,12.0,16.0,10.9,9.87,12.02,8.33,11.21,11.94,48.0,23.0,25.0,11.0,12.0,16.0,11.14,10.31,12.02,9.17,11.21,11.94,cross,False,7.0
391,Max Park,3.91,2.63,1.28,1.03,1.54,0.0,100.0,67.3,32.7,26.3,39.4,0.0,42.0,31.0,11.0,11.0,14.0,0.0,10.74,11.79,8.59,10.68,9.09,0.0,43.0,32.0,11.0,11.0,14.0,0.0,11.0,12.17,8.59,10.68,9.09,0.0,cross,True,6.0
392,Feliks Zemdegs,3.58,2.43,1.15,1.43,1.15,0.0,100.0,67.9,32.1,39.9,32.1,0.0,34.0,24.0,10.0,14.0,10.0,0.0,9.5,9.88,8.7,9.79,8.7,0.0,35.0,25.0,10.0,14.0,10.0,0.0,9.78,10.29,8.7,9.79,8.7,0.0,cross,False,5.0
393,Feliks Zemdegs,4.12,1.77,2.35,1.03,0.97,1.62,100.0,43.0,57.0,25.0,23.5,39.3,46.0,19.0,27.0,7.0,15.0,16.0,11.17,10.73,11.49,6.8,15.46,9.88,47.0,20.0,27.0,8.0,15.0,16.0,11.41,11.3,11.49,7.77,15.46,9.88,xxcross,False,5.0
394,Yiheng Wang,4.88,3.87,1.01,1.43,1.95,-0.0,100.0,79.3,20.7,29.3,40.0,0.0,49.0,37.0,12.0,10.0,19.0,0.0,10.04,9.56,11.88,6.99,9.74,0.0,51.0,39.0,12.0,11.0,20.0,0.0,10.45,10.08,11.88,7.69,10.26,0.0,xcross,False,5.0
395,Yiheng Wang,5.57,3.27,2.3,1.5,1.37,1.37,100.0,58.7,41.3,26.9,24.6,24.6,63.0,34.0,29.0,13.0,18.0,19.0,11.31,10.4,12.61,8.67,13.14,13.87,65.0,36.0,29.0,14.0,18.0,19.0,11.67,11.01,12.61,9.33,13.14,13.87,cross,False,7.0
396,Yiheng Wang,6.84,4.07,2.77,1.5,2.17,1.84,100.0,59.5,40.5,21.9,31.7,26.9,72.0,45.0,27.0,13.0,22.0,18.0,10.53,11.06,9.75,8.67,10.14,9.78,73.0,46.0,27.0,13.0,22.0,18.0,10.67,11.3,9.75,8.67,10.14,9.78,cross,False,7.0
397,Ruihang Xu,5.27,3.27,2.0,1.3,1.33,1.2,100.0,62.0,38.0,24.7,25.2,22.8,62.0,34.0,28.0,10.0,19.0,16.0,11.76,10.4,14.0,7.69,14.29,13.33,64.0,36.0,28.0,11.0,19.0,16.0,12.14,11.01,14.0,8.46,14.29,13.33,xcross,False,6.0
398,Ruihang Xu,6.2,4.03,2.17,1.4,2.13,1.0,100.0,65.0,35.0,22.6,34.4,16.1,64.0,38.0,26.0,10.0,26.0,15.0,10.32,9.43,11.98,7.14,12.21,15.0,68.0,42.0,26.0,11.0,27.0,15.0,10.97,10.42,11.98,7.86,12.68,15.0,cross,False,7.0
399,Ruihang Xu,4.93,3.13,1.8,1.17,2.4,-0.0,100.0,63.5,36.5,23.7,48.7,0.0,51.0,36.0,15.0,13.0,22.0,0.0,10.34,11.5,8.33,11.11,9.17,0.0,53.0,38.0,15.0,13.0,22.0,0.0,10.75,12.14,8.33,11.11,9.17,0.0,xcross,True,5.0
400,Ruihang Xu,4.88,3.43,1.45,1.3,0.93,0.95,100.0,70.3,29.7,26.6,19.1,19.5,55.0,36.0,19.0,12.0,13.0,13.0,11.27,10.5,13.1,9.23,13.98,13.68,58.0,39.0,19.0,12.0,14.0,13.0,11.89,11.37,13.1,9.23,15.05,13.68,cross,False,7.0
401,Ruihang Xu,4.92,3.57,1.35,1.27,1.7,0.89,100.0,72.6,27.4,25.8,34.6,18.1,51.0,31.0,20.0,9.0,13.0,14.0,10.37,8.68,14.81,7.09,7.65,15.73,51.0,31.0,20.0,9.0,13.0,14.0,10.37,8.68,14.81,7.09,7.65,15.73,cross,False,7.0
402,Andrey Che,5.1,3.27,1.83,1.7,1.27,1.03,100.0,64.1,35.9,33.3,24.9,20.2,70.0,42.0,28.0,20.0,20.0,16.0,13.73,12.84,15.3,11.76,15.75,15.53,71.0,43.0,28.0,20.0,20.0,16.0,13.92,13.15,15.3,11.76,15.75,15.53,cross,False,7.0
403,Kyle Santucci,4.17,2.23,1.94,0.75,0.88,1.05,100.0,53.5,46.5,18.0,21.1,25.2,44.0,19.0,25.0,9.0,14.0,11.0,10.55,8.52,12.89,12.0,15.91,10.48,45.0,19.0,26.0,9.0,14.0,12.0,10.79,8.52,13.4,12.0,15.91,11.43,xcross,False,5.0
404,Feliks Zemdegs,5.22,3.27,1.95,0.8,1.3,1.39,100.0,62.6,37.4,15.3,24.9,26.6,52.0,35.0,17.0,7.0,18.0,10.0,9.96,10.7,8.72,8.75,13.85,7.19,54.0,36.0,18.0,7.0,19.0,11.0,10.34,11.01,9.23,8.75,14.62,7.91,xcross,False,6.0
